variant_id,node,degree,closeness,betweenness,flow_count,delta_asp
177,DnsRouter,0.6,0.12281583895954458,0.0,5.0,1.0068789443491513
177,ManL3Switch,0.4,0.09727564139056291,0.0,5.0,0.8774075884504964
177,LonL3Switch,0.4,0.10055295763372138,0.0,5.0,0.8976997038815606
178,ManRouter,0.8,0.14722783031787043,1.0,7.0,1.0872481495594282
178,LonRouter,0.8,0.1564242805841974,2.0,9.0,1.1634252540889343
178,CenRouter,1.0,0.17152303103588787,4.0,13.0,1.307996327239585
178,DnsRouter,0.6,0.12554280413407776,0.0,5.0,0.9607722120773908
178,ManL3Switch,0.4,0.11105412722748002,0.0,5.0,0.8904218577653281
178,LonL3Switch,0.4,0.12004166293318334,0.0,5.0,0.936061056564164
179,ManRouter,0.8,0.13972443408987772,2.0,9.0,1.1625062104627346
179,LonRouter,0.8,0.13037464178109634,1.0,7.0,1.100503442225327
179,CenRouter,1.0,0.14962866529805754,4.0,13.0,1.317922959130188
179,DnsRouter,0.6,0.11435500586108292,0.0,5.0,0.9751521732859483
